Arn,Name,Description,Behavior,Severity,Implementation_Type,Implementation_Identifier,CreateTime
arn:aws:controlcatalog:::control/8he1cmercpc3bpmeox7umw7uy,Require Amazon EFS access points to enforce a user identity,This control checks whether your Amazon EFS access points are configured to enforce a user identity.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/6za5udesvyxsal3k8qht2wjgy,AWS AppSync GraphQL APIs should not be authenticated with API keys,This control checks whether your application uses an API key to interact with an AWS AppSync GraphQL API. The control fails if an AWS AppSync GraphQL API is authenticated with an API key.,DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,AppSync.5,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/df61o7uwv7t62vpg8378iqa1k,Require an AWS Step Functions state machine to have logging activated,This control checks whether an AWS Step Functions state machine has logging enabled.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/6heehmmgm9nuz00k1vqvt5i8x,Checks if a recovery point was created for Amazon Elastic Block Store (Amazon EBS),Checks if a recovery point was created for Amazon Elastic Block Store (Amazon EBS). The rule is NON_COMPLIANT if the Amazon EBS volume does not have a corresponding recovery point created within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EBS_LAST_BACKUP_RECOVERY_POINT_CREATED,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/9e142j5h5c0jeqjcv3ol1vqkg,Require encryption at rest for all Amazon DynamoDB Accelerator (DAX) clusters,This control checks whether Amazon DynamoDB Accelerator (DAX) clusters are encrypted at rest.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/52iz7x1epwic30sa4ix4e5kz2,Elasticsearch domains should have encryption at-rest enabled,This AWS control checks whether Elasticsearch domains have encryption at rest configuration enabled. This check fails if the EncryptionAtRestOptions field is not enabled.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ES.1,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/7aswgwribsitkx0m6pd1v2tdw,Neptune DB clusters should be encrypted at rest,This control checks whether a Neptune DB cluster is encrypted at rest. The control fails if a Neptune DB cluster isn't encrypted at rest.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Neptune.1,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/7u57eu205vilgfjq2y3vuvocx,Neptune DB cluster snapshots should be encrypted at rest,This control checks whether a Neptune DB cluster snapshot is encrypted at rest. The control fails if a Neptune DB cluster isn't encrypted at rest.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Neptune.6,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/d38hp8ykspvpdq1r6lo3hnbj0,Remove unused Secrets Manager secrets,"This control checks whether your secrets have been accessed within a specified number of days. The default value is 90 days. Secrets that have not been accessed even once within the number days you define, fail this check.",DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,SecretsManager.3,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/b27fgmmkovbup1b43ixni2vtv,Require that an AWS AppSync GraphQL API is not authenticated with API keys,This control checks that an AWS AppSync GraphQL API has been configured with an authentication type other than API_KEY authentication.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/gxlxyl12ek25b0efajt5lowr,Require an Amazon DAX cluster to deploy nodes to at least three Availability Zones,This control checks whether an Amazon DAX cluster is configured to deploy cluster nodes to at least three Availability Zones.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/k4izcjxhukijhajp6ks5mjxk,Enable encryption at rest for log archive,Protect the integrity of your log archive through encryption at rest using server side encryption (SSE) with KMS customer-created master keys (CMK).,PREVENTIVE,MEDIUM,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2019-04-30 02:00:00+02:00
arn:aws:controlcatalog:::control/9pgeabaz87154y0ougviebucd,ElastiCache replication groups should have encryption-in-transit enabled,This control checks whether ElastiCache replication groups have encryption-in-transit enabled. This control fails if encryption-in-transit is not enabled for a ElastiCache replication group.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,ElastiCache.5,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/cjeudbdk93wvmof9k8nzjhamp,Require an Amazon ECS task definition to have a specific memory usage limit,This control checks whether Amazon Elastic Container Service (ECS) task definitions have specified a memory limit for container definitions.,PROACTIVE,HIGH,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/c9mbjk1r8vt30r6y7mabocvlw,Checks if Amazon Aurora DB clusters are in a logically air-gapped vault,Checks if Amazon Aurora DB clusters are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon Aurora DB cluster is not in a logically air-gapped vault within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,AURORA_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,2024-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/1rexydukaagfnnfq57hdf0thz,RDS DB clusters should be configured for multiple Availability Zones,This control checks if Amazon RDS DB clusters are configured with multiple Availability Zones.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,RDS.15,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/euj7xhh4c9psr5nhmrlsdu97j,Checks if Amazon Elastic File System (Amazon EFS) File Systems are protected by a backup plan,Checks if Amazon Elastic File System (Amazon EFS) File Systems are protected by a backup plan. The rule is NON_COMPLIANT if the EFS File System is not covered by a backup plan.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EFS_RESOURCES_PROTECTED_BY_BACKUP_PLAN,2021-07-23 02:00:00+02:00
arn:aws:controlcatalog:::control/2xknmxmas18xrbvvexzq9k06g,S3 Block Public Access setting should be enabled at the bucket-level,"This control checks if Amazon S3 buckets have bucket level public access blocks applied. This control fails if any of the bucket level settings are set to ""false"" public: ignorePublicAcls, blockPublicPolicy, blockPublicAcls, restrictPublicBuckets.",DETECTIVE,HIGH,AWS::SecurityHub::SecurityControl,S3.8,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/68y2k0smdsw3luca7s2fzoqhn,Disallow changes to lifecycle configuration for AWS Control Tower created Amazon S3 buckets in log archive,Prevent lifecycle configuration changes to Amazon S3 buckets created by AWS Control Tower.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2021-04-07 02:00:00+02:00
arn:aws:controlcatalog:::control/3qpnxfs5vtzd2v2ql2f2mu7tq,Require an AWS Lambda function URL to use AWS IAM-based authentication,Require an AWS Lambda function URL to restrict access to authenticated users by using 'AWS_IAM' based authentication.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/5cnql6so7p7bs0khdjodjr9e2,Detect whether any Amazon EMR cluster master nodes have public IP addresses,Detects whether any Amazon Elastic MapReduce (EMR) cluster master nodes have public IP addresses. The rule is NON_COMPLIANT if a master node has a public IP. This control checks clusters that are in RUNNING or WAITING state.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EMR_MASTER_NO_PUBLIC_IP,2021-11-30 01:00:00+01:00
arn:aws:controlcatalog:::control/6v0mz1xu8exsdhyrh9y7ax8q3,VPC Lambda functions should operate in more than one Availability Zone,This control checks if Lambda has more than one Availability Zone (AZ) associated. The rule fails if only one AZ is associated with Lambda.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,Lambda.5,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/9x8bliurtv4otol02qs02pgrf,Checks if the compliance status of the AWS Systems Manager patch compliance is COMPLIANT or NON_COMPLIANT after the patch installation on the instance,Checks if the compliance status of the AWS Systems Manager patch compliance is COMPLIANT or NON_COMPLIANT after the patch installation on the instance. The rule is compliant if the field status is COMPLIANT.,DETECTIVE,HIGH,AWS::Config::ConfigRule,EC2_MANAGEDINSTANCE_PATCH_COMPLIANCE_STATUS_CHECK,2018-08-21 02:00:00+02:00
arn:aws:controlcatalog:::control/by6pw078riiooqt3mnpta72m1,Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible,Ensure the S3 bucket used to store CloudTrail logs is not publicly accessible.,DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,CloudTrail.6,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/1f258q4na01hy97ie6jf3mzl5,Require an Amazon RDS database instance to export logs to Amazon CloudWatch Logs by means of the EnableCloudwatchLogsExports property,This control checks whether Amazon RDS instances have all available log types configured for export to Amazon CloudWatch Logs.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/3a699klk5mdr7usnzmwouvlvp,Require that an Elastic Load Balancing v2 target group does not explicitly disable cross-zone load balancing,This control checks whether an Elastic Load Balancing v2 target group is configured so that it does not explicitly turn off cross-zone load balancing.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/1v5utj327dwamxfg70eqkip3x,CloudTrail should have encryption at-rest enabled,This AWS control checks whether AWS CloudTrail is configured to use the server side encryption (SSE) AWS Key Management Service (AWS KMS) customer master key (CMK) encryption. The check will pass if the KmsKeyId is defined.,DETECTIVE,MEDIUM,AWS::SecurityHub::SecurityControl,CloudTrail.2,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/de5sygz3v7a2rhq921s59xna6,Require an Amazon CloudWatch log group to be retained for at least one year,This control checks whether an Amazon CloudWatch Log Group retention period is set to a value greater than or equal to 365 days.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/br8f3rbgtez3tn85jjem3nom,Checks if an Amazon CloudWatch LogGroup retention period is set to greater than 365 days or else a specified retention period,"Checks if an Amazon CloudWatch LogGroup retention period is set to greater than 365 days or else a specified retention period. The rule is NON_COMPLIANT if the retention period is less than MinRetentionTime, if specified, or else 365 days.",DETECTIVE,MEDIUM,AWS::Config::ConfigRule,CW_LOGGROUP_RETENTION_PERIOD_CHECK,2020-07-08 02:00:00+02:00
arn:aws:controlcatalog:::control/5z82gribzptw1rdfcau8z9z7w,Security groups should not allow unrestricted access to ports with high risk,"This control checks whether unrestricted incoming traffic for an Amazon EC2 security group is accessible to the specified ports [3389, 20, 23, 110, 143, 3306, 8080, 1433, 9200, 9300, 25, 445, 135, 21, 1434, 4333, 5432, 5500, 5601, 22, 3000, 5000, 8088, 8888] that are considered to be high risk. This control fails if any of the rules in a security group allow ingress traffic from 0.0.0.0/0 or ::/0 to those ports.",DETECTIVE,CRITICAL,AWS::SecurityHub::SecurityControl,EC2.19,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/5w9ie29h0nydz0kiqjaw8f5wg,Require AWS Elastic Beanstalk environments to have enhanced health reporting enabled,This control checks whether AWS Elastic Beanstalk environments and configuration templates are configured for 'enhanced' health reporting.,PROACTIVE,LOW,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/a9mpmzqyklwdbinywnq7eyq7j,Require an Amazon DocumentDB cluster to have a backup retention period greater than or equal to seven days,This control checks whether an Amazon DocumentDB cluster retention period is set to seven or more days (>=7). The default retention period is one day.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-07-24 02:00:00+02:00
arn:aws:controlcatalog:::control/b59mrft77jolzg42ezypsvn2x,Checks if Amazon Elastic File System (Amazon EFS) File Systems are in a logically air-gapped vault,Checks if Amazon Elastic File System (Amazon EFS) File Systems are in a logically air-gapped vault. The rule is NON_COMPLIANT if an Amazon EFS File System is not in a logically air-gapped vault within the specified time period.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,EFS_RESOURCES_IN_LOGICALLY_AIR_GAPPED_VAULT,2024-07-30 02:00:00+02:00
arn:aws:controlcatalog:::control/dikzbuvu6sbi9yxaz4afl3eau,Checks if Amazon EKS Runtime Monitoring with automated agent management is enabled for GuardDuty detector in your account,Checks if Amazon EKS Runtime Monitoring with automated agent management is enabled for GuardDuty detector in your account. The rule is NON_COMPLIANT if EKS Runtime Monitoring with automated agent management in GuardDuty is not enabled for your account.,DETECTIVE,MEDIUM,AWS::Config::ConfigRule,GUARDDUTY_EKS_PROTECTION_RUNTIME_ENABLED,2024-03-11 01:00:00+01:00
arn:aws:controlcatalog:::control/cw80t1n8yo3v806qzy0lkpc1c,Require an Amazon Neptune DB cluster to set a backup retention period greater than or equal to seven days,This control checks whether Amazon Neptune DB clusters have configured automatic backups with a retention period set to 7 or more days (>=7). The default retention period is one day.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2023-10-05 02:00:00+02:00
arn:aws:controlcatalog:::control/dvhe47fxg5o6lryqrq9g6sxg4,Require that the organization's AWS Secrets Manager resources are accessible only by IAM principals that belong to the organization or by an AWS service,"This control disallows AWS Secrets Manager API operations for your organization's AWS Secrets Manager resources by an AWS IAM principal, when the principal is outside of the organization and is not an AWS service principal.",PREVENTIVE,MEDIUM,AWS::Organizations::Policy::RESOURCE_CONTROL_POLICY,,2024-11-13 01:00:00+01:00
arn:aws:controlcatalog:::control/bi6bvy6txcckzf9tjfvths75v,Disallow modification of a tag that AWS Control Tower applies to AWS Backup resources,This control limits changes to tags that AWS Control Tower applies to AWS Backup resources.,PREVENTIVE,CRITICAL,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2024-11-22 01:00:00+01:00
arn:aws:controlcatalog:::control/dkjyeuczqj3rnyhn9116p16pw,Require that an attached Amazon EBS volume is configured to encrypt data at rest,This control disallows attaching an unencrypted EBS volume to a running or stopped EC2 instance.,PREVENTIVE,HIGH,AWS::Organizations::Policy::SERVICE_CONTROL_POLICY,,2023-11-27 01:00:00+01:00
arn:aws:controlcatalog:::control/4docid6lj7n5tstdmm7btegt1,Require that point-in-time recovery for an Amazon DynamoDB table is activated,This control checks whether point-in-time recovery (PITR) is enabled for an Amazon DynamoDB table.,PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
arn:aws:controlcatalog:::control/e6uvbbp1zrfkyhb7gxjbxlul8,Require any AWS Network Firewall firewall policy to drop or forward fragmented packets by default when they do not match a stateless rule,"This control checks whether an AWS Network Firewall firewall policy is configured with a default action to drop or forward fragmented packets, when the packets do not match a stateless rule.",PROACTIVE,MEDIUM,AWS::CloudFormation::Type::HOOK,,2022-11-28 01:00:00+01:00
